Cluster_Topic,PY,Topic_Year,PT,PG,Have_Funding_Agency,Author_count,Funding_agency_count,Squeezed_Publisher,Contain_Top_All_authors,Contain_Top_All_funding_agencies,Count_of_top_funding_agency,Contain_Top_PU
7,1998,7_1998,J,34,1,6,1,Other Publishers,0.0,0.0,0,0.0
0,1998,0_1998,J,17,1,4,1,Other Publishers,0.0,0.0,0,1.0
11,1998,11_1998,J,19,1,5,1,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,J,9,1,3,1,Other Publishers,0.0,0.0,0,1.0
12,1998,12_1998,J,13,0,7,0,Other Publishers,0.0,0.0,0,0.0
13,1998,13_1998,J,10,0,1,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,J,8,0,2,0,Other Publishers,0.0,0.0,0,1.0
5,1998,5_1998,J,11,1,5,1,Other Publishers,0.0,0.0,0,1.0
10,1998,10_1998,J,13,0,4,0,Other Publishers,0.0,0.0,0,1.0
9,1998,9_1998,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,J,1,0,5,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,J,1,0,7,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,J,1,0,7,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,J,24,0,2,0,Other Publishers,0.0,0.0,0,0.0
3,1998,3_1998,J,7,0,6,0,Other Publishers,0.0,0.0,0,0.0
9,1998,9_1998,J,5,0,3,0,SPRINGER,0.0,0.0,0,1.0
13,1998,13_1998,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,J,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
8,1998,8_1998,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
7,1998,7_1998,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,J,9,0,1,0,Other Publishers,0.0,0.0,0,0.0
14,1998,14_1998,J,14,0,1,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,13,0,4,0,Other Publishers,0.0,0.0,0,1.0
2,1998,2_1998,S,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,S,3,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,S,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,S,51,0,5,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,21,0,5,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,S,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,S,12,0,2,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,S,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,S,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
7,1998,7_1998,S,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,S,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,S,3,0,3,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,S,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
13,1998,13_1998,J,2,0,2,0,Other Publishers,0.0,0.0,0,0.0
13,1998,13_1998,J,2,0,2,0,Other Publishers,0.0,0.0,0,0.0
5,1998,5_1998,J,10,0,7,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
6,1998,6_1998,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,J,13,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
11,1998,11_1998,J,12,0,3,0,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,B,12,0,5,0,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,B,15,0,5,0,Other Publishers,0.0,0.0,0,0.0
3,1998,3_1998,B,3,0,5,0,Other Publishers,0.0,0.0,0,0.0
10,1998,10_1998,B,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
2,1998,2_1998,J,5,0,2,0,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
11,1998,11_1998,B,13,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,S,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
9,1998,9_1998,S,4,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
12,1998,12_1998,S,10,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
13,1998,13_1998,B,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
12,1998,12_1998,J,35,0,1,0,Other Publishers,0.0,0.0,0,0.0
4,1998,4_1998,J,13,0,5,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,8,0,2,0,Other Publishers,0.0,0.0,0,1.0
0,1997,0_1997,J,7,1,1,1,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,8,0,3,0,WILEY,0.0,0.0,0,1.0
6,1997,6_1997,J,14,1,5,1,WILEY-BLACKWELL,0.0,0.0,0,0.0
7,1997,7_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,1.0
11,1997,11_1997,J,11,0,5,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,1997,5_1997,J,7,0,5,0,Other Publishers,0.0,0.0,0,1.0
8,1997,8_1997,J,9,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,1997,12_1997,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,12,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,1997,5_1997,J,11,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
7,1997,7_1997,J,12,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,1997,5_1997,J,21,1,5,1,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,14,1,3,1,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,5,0,2,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,2,0,1,0,Other Publishers,0.0,0.0,0,1.0
11,1997,11_1997,J,6,0,7,0,Other Publishers,0.0,0.0,0,1.0
3,1997,3_1997,J,4,0,2,0,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,3,0,10,0,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,5,0,5,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,9,0,4,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,2,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
7,1997,7_1997,J,10,0,2,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
8,1997,8_1997,J,8,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
12,1997,12_1997,J,11,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1,1997,1_1997,J,16,0,2,0,Other Publishers,0.0,0.0,0,1.0
3,1997,3_1997,J,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,8,0,6,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,1997,12_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,5,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
12,1997,12_1997,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,8,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
7,1997,7_1997,J,11,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
8,1997,8_1997,J,8,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,1997,13_1997,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
8,1997,8_1997,J,11,0,1,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,6,1,3,1,Other Publishers,0.0,0.0,0,1.0
0,1997,0_1997,J,9,0,2,0,Other Publishers,0.0,0.0,0,1.0
2,1997,2_1997,J,7,0,1,0,Other Publishers,0.0,0.0,0,1.0
0,1997,0_1997,J,9,0,4,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,13,0,6,0,Other Publishers,0.0,0.0,0,1.0
3,1997,3_1997,J,5,0,5,0,SPRINGER,0.0,0.0,0,0.0
5,1997,5_1997,J,1,0,5,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,6,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1,1997,1_1997,J,5,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,1997,3_1997,J,7,0,6,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,7,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
10,1997,10_1997,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,7,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2,1997,2_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,10,0,3,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,21,1,6,1,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,15,0,5,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,31,0,2,0,Other Publishers,0.0,0.0,0,0.0
2,1997,2_1997,J,5,0,5,0,Other Publishers,0.0,0.0,0,1.0
8,1997,8_1997,J,6,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,1997,6_1997,J,7,0,2,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,18,0,2,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,16,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,1997,7_1997,J,12,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,1997,6_1997,J,15,1,3,1,WILEY,0.0,0.0,0,1.0
7,1997,7_1997,J,9,0,2,0,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,8,0,3,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,7,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,1997,3_1997,J,15,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
10,1997,10_1997,J,10,0,3,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,6,0,7,0,Other Publishers,0.0,0.0,0,1.0
11,1997,11_1997,J,6,0,5,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,10,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
8,1997,8_1997,J,8,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
12,1997,12_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
2,1997,2_1997,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,14,0,5,0,Other Publishers,0.0,0.0,0,1.0
10,1997,10_1997,J,22,1,4,1,WILEY,0.0,0.0,0,1.0
10,1997,10_1997,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
5,1997,5_1997,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,16,0,2,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,8,0,1,0,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,1.0
2,1997,2_1997,J,5,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
2,1997,2_1997,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,7,1,2,1,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,6,0,7,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,8,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1,1997,1_1997,J,6,0,2,0,Other Publishers,0.0,0.0,0,0.0
13,1997,13_1997,J,5,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
11,1997,11_1997,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,4,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
4,1997,4_1997,J,7,0,4,0,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,7,0,4,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,7,0,6,0,Other Publishers,0.0,0.0,0,1.0
2,1997,2_1997,J,9,0,5,0,WILEY,0.0,0.0,0,1.0
9,1997,9_1997,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,7,0,6,0,Other Publishers,0.0,0.0,0,0.0
5,1997,5_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,1.0
4,1997,4_1997,J,9,0,6,0,SPRINGER,0.0,0.0,0,0.0
2,1997,2_1997,J,5,0,3,0,SPRINGER,0.0,0.0,0,0.0
7,1997,7_1997,J,12,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
6,1997,6_1997,J,8,0,6,0,Other Publishers,0.0,0.0,0,0.0
2,1997,2_1997,J,3,0,4,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,4,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,1997,0_1997,J,12,0,7,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
3,1997,3_1997,J,6,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,1997,14_1997,J,6,0,4,0,WILEY-BLACKWELL,0.0,0.0,0,0.0
1,1997,1_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,1,0,2,0,Other Publishers,0.0,0.0,0,0.0
2,1997,2_1997,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,9,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
10,1997,10_1997,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
5,1997,5_1997,J,6,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
0,1997,0_1997,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
8,1997,8_1997,J,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,9,0,6,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,26,0,9,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,20,0,3,0,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,10,0,6,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,7,0,5,0,Other Publishers,0.0,0.0,0,1.0
10,1997,10_1997,J,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
13,1997,13_1997,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,3,0,2,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,8,0,4,0,Other Publishers,0.0,0.0,0,1.0
7,1997,7_1997,J,11,1,7,1,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,1.0
2,1997,2_1997,J,11,0,4,0,Other Publishers,0.0,0.0,0,1.0
0,1997,0_1997,J,7,0,5,0,WILEY,0.0,0.0,0,1.0
2,1997,2_1997,J,11,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
8,1997,8_1997,J,7,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,1997,13_1997,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,10,1,4,1,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,7,0,7,0,Other Publishers,0.0,0.0,0,0.0
8,1997,8_1997,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,1.0
2,1997,2_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,28,0,1,0,WILEY,0.0,0.0,0,1.0
4,1997,4_1997,J,6,0,2,0,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,7,0,3,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,7,0,1,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,5,0,3,0,Other Publishers,0.0,0.0,0,0.0
5,1997,5_1997,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,7,0,2,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,7,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
12,1997,12_1997,J,2,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
7,1997,7_1997,J,7,0,7,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1,1997,1_1997,J,6,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
13,1997,13_1997,J,9,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
5,1997,5_1997,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,8,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
13,1997,13_1997,J,9,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,1997,10_1997,J,8,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,1997,1_1997,J,11,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,1997,6_1997,J,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,7,0,14,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,10,0,5,0,Other Publishers,0.0,0.0,0,1.0
1,1997,1_1997,J,9,0,9,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,7,0,2,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,4,0,5,0,Other Publishers,0.0,0.0,0,0.0
3,1997,3_1997,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,5,1,3,1,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,7,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
14,1997,14_1997,J,15,0,1,0,Other Publishers,0.0,0.0,0,0.0
12,1997,12_1997,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,14,0,2,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,4,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
0,1997,0_1997,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
3,1997,3_1997,J,1,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
11,1997,11_1997,J,1,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
3,1997,3_1997,J,1,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,1997,12_1997,J,1,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,1997,5_1997,J,1,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
12,1997,12_1997,J,1,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,1997,9_1997,J,2,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
5,1997,5_1997,J,1,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
2,1997,2_1997,J,1,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
13,1997,13_1997,J,15,0,2,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,5,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
10,1997,10_1997,J,3,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
6,1997,6_1997,J,5,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,1997,1_1997,J,5,0,8,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
9,1997,9_1997,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
3,1997,3_1997,J,9,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,25,0,3,0,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,12,0,3,0,Other Publishers,0.0,0.0,0,1.0
0,1997,0_1997,J,12,0,2,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,4,0,8,0,Other Publishers,0.0,0.0,0,0.0
8,1997,8_1997,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,3,0,4,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,3,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1,1997,1_1997,J,17,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
10,1997,10_1997,J,1,0,6,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,1.0
13,1997,13_1997,J,6,0,3,0,Other Publishers,0.0,0.0,0,1.0
10,1997,10_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,1.0
3,1997,3_1997,J,13,0,4,0,Other Publishers,0.0,0.0,0,1.0
9,1997,9_1997,J,6,0,2,0,Other Publishers,0.0,0.0,0,1.0
3,1997,3_1997,J,12,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,0.0
10,1997,10_1997,J,12,0,3,0,WILEY,0.0,0.0,0,1.0
10,1997,10_1997,J,10,0,6,0,Other Publishers,0.0,0.0,0,0.0
7,1997,7_1997,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,7,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,1997,5_1997,J,6,0,9,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
7,1997,7_1997,J,8,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
13,1997,13_1997,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,7,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
5,1997,5_1997,J,5,0,3,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
7,1997,7_1997,J,6,0,7,0,Other Publishers,0.0,0.0,0,0.0
4,1997,4_1997,J,10,0,2,0,WILEY,0.0,0.0,0,1.0
11,1997,11_1997,J,11,0,6,0,Other Publishers,0.0,0.0,0,1.0
12,1997,12_1997,J,11,0,6,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,15,0,5,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
9,1997,9_1997,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
10,1997,10_1997,J,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
11,1997,11_1997,J,1,0,2,0,Other Publishers,0.0,0.0,0,0.0
14,1997,14_1997,J,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
2,1997,2_1997,J,5,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
7,1997,7_1997,J,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
8,1997,8_1997,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,7,0,7,0,Other Publishers,0.0,0.0,0,0.0
6,1997,6_1997,J,7,0,6,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,13,0,4,0,Other Publishers,0.0,0.0,0,1.0
6,1997,6_1997,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
5,1997,5_1997,J,5,0,3,0,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,7,0,6,0,Other Publishers,0.0,0.0,0,1.0
5,1997,5_1997,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,9,0,5,0,Other Publishers,0.0,0.0,0,0.0
0,1997,0_1997,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
1,1997,1_1997,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
3,1997,3_1997,J,8,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
14,1997,14_1997,J,13,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
